Comment,User,Date,Post,results
"[id232564992|сергей], sad but true",146140022,1569325919,6339,neautral
лингвистика 💚,220553930,1568899252,6334,neautral
коосинус,157067539,1568738332,6331,neautral
"всё верно, он )",-49558,1568749631,6331,positive
жуть,130722839,1568295382,6315,neautral
"о, моя рука)",295049923,1568297951,6315,neautral
"а вот тут яша сам подробно рассказывает про особенности такого питомца:
https://vk.com/@bestiary_store-not-a-monster",17656236,1568300871,6315,neautral
">неповторимая атмосфера биохима
>сушёные корешки и жучки утопленные в эфире",293863111,1568306639,6315,neautral
"помнится, решил сжечь семь кило дихромата аммония. кроме станлартной проблемы типа'оксид везде' различил слабый запах аммиака. учитывая тот факт, что аммиак замечательно каталитически сгорает на раскаленнном оксиде хрома, пришел к выводу, что какая-то часть дихромата разлагается на аммиак, кислород, воду, оксид, а уже потом аммиак каталитически сгорает. хотя, быть может, реактив был грязный, воспроизводить не стал, очень уж грязно с 7 кило. чем это может быть интересно? например тем, что есть целый ряд сравнительно низкотемпературных реакций, где аммиак in citu может быть полезен.",81697268,1568307121,6315,negative
"[id293863111|daniil], пробежка по лесу в 10 вечера для сбора гербария",295443109,1568346050,6315,neautral
"господи это шикарно. я только забыл эти песни, а тут опять...",176438353,1568120957,6312,positive
достойно награды за лучший мем,354175470,1567516066,6297,positive
оао ыаы,347023448,1567518765,6297,neautral
"отлично, я считаю👍🏻👍🏻👍🏻",135302612,1567522160,6297,positive
"летнешкольные письма это - ❤❤❤
на своём примере скажу - после своего первого сезона начал общаться с теми, с кем не смог на сезоне🙂",176438353,1566328431,6272,neautral
"[id176438353|никита], еще и подарки слал 🥄",18238544,1566377176,6272,positive
"жертвуем свою потеряшку (синее большое махровое полотенце ""морская тематика"" - с желтыми якорями и корабликами) в пользу клш в связи с невозможностью быстро долететь до красноярска))",512790536,1566282407,6267,positive
"я сейчас, на самом деле, ужасно завидую владу, и вам всем тоже советую (завидовать) :)",7094449,1565836373,6245,negative
"влад, удачи!",45447964,1565837519,6245,neautral
какой-то мальчик фотку испортил,7094449,1565921113,6240,negative
"[id7094449|никита], спасибо)",114209697,1566034426,6240,positive
миша просто ❤,176438353,1565691832,6237,positive
"медиана клш-42:

— адо! — крикнул сергей ламзин.
— о, да! — ответила ему толпа.
— о, нет, — сказал в то же время стоявший позади меня иван адо.",145251185,1565673826,6232,neautral
оао ыаы в кричалки !!!,250049665,1565676962,6232,neautral
оао ыаы,354175470,1565677322,6232,neautral
оао ыаы,347023448,1565680451,6232,neautral
"ода
адо
адо
где борода",459150864,1565694118,6232,negative
оао ыаы в массы!!!,354175470,1565535801,6224,neautral
"альфа: хороша для любой иллюстрации! :)
(парни, разумеется, тоже хороши.)",1097762,1565713955,6209,positive
"если вы ещё не отправили материалы, то возможность пока есть;) но она очень скоро исчезнет!",-49558,1566337790,6209,negative
"мария ,какой у вас взгяд...🤩😂",578452764,1584680597,6209,negative
"блин, пост команды утро в группе клш ❤ ❤ ❤",2537639,1565331000,6192,neautral
"[id2537639|даша], дааааа😍😍❤",179838981,1565444508,6192,neautral
та-ξ!!!,364771591,1565229954,6174,neautral
а мои кроссовки не нашли?(((,165558195,1565148011,6156,neautral
"ребят, если кто-то находил в предпоследний и последний день клш электронную книгу pocketbook — напишите мне.",526085930,1565152103,6156,neautral
"миша, когда фоточки?)",313170144,1565158045,6156,negative
"[id313170144|полина], у него на странице уже ссылка есть)",93230862,1565162697,6156,neautral
"[id93230862|ксения], 😉",313170144,1565163133,6156,neautral
"если кто-то поедет в августе в москву, напишите, пожалуйста!",110382461,1565211737,6156,neautral
"[id110382461|александра],  я поеду)",354069879,1565277333,6156,neautral
"[id110382461|александра], и я",161419774,1566230751,6156,neautral
группа нтн моя любимая,354175470,1565096650,6151,positive
💚💚💚,4637672,1565196041,6151,neautral
сколько выходило? а сколько дошло?,354175470,1565020974,6136,negative
"[id354175470|никита], но ведь дошли же",354146642,1565060178,6136,neautral
"ребят, вход возможен только при заходе с телефона",4223712,1564924366,6117,neautral
"а еще наденьте удобную обувь и возьмите карематики, например!",11024764,1564899427,6099,positive
"можете кинуть метку, где вы сядете? хотя, возможно, вас можно будет найти и на звук, но не хотелось бы рисковать :)",588115,1564976071,6099,negative
"спасибо, солнце♥️",262009758,1564844814,6066,positive
a leap into science 😎,390457519,1564844817,6066,neautral
"это божественно, thx!!",390457519,1564844834,6066,neautral
очень крутые!!! спасибо,294915044,1565056866,6066,positive
розовая плитка!,293863111,1564836543,6056,neautral
розовая плитка!,86090488,1564836890,6056,neautral
"доброе утро, девочки",179838981,1564839828,6056,neautral
оао ыаы,140910569,1564840475,6056,neautral
камин где списки ?,459150864,1564842205,6056,negative
парадокс банана-татарского,293863111,1564844457,6056,neautral
👍👍👍👍👍👍👍👍 дичь,295443109,1564844714,6056,neautral
лучи зла и добра,295443109,1564844732,6056,neautral
"песня про доширак в чемодане
и опубликуйте, пожалуйста, словарь клш",295443109,1564844782,6056,neautral
ммм бычий хвост,250049665,1564848813,6056,neautral
ты что воробушек на ветке сидеть ?,250049665,1564848882,6056,positive
аркадий,250049665,1564848898,6056,neautral
песня про ботание,250049665,1564848948,6056,neautral
пчеловек,295443109,1564849103,6056,neautral
ха-тьфу!,157067539,1564887234,6056,neautral
"люда, поешь грязи",280582169,1564887453,6056,negative
о ваау тебе зашла наша песня!,294915044,1564896451,6056,neautral
ваще огонь🤙🏻🤙🏻🤙🏻,295443109,1564897516,6056,positive
рыбка кирилла,459150864,1564898137,6056,neautral
"[id294915044|полина], она ряльно крутая!!!",86770703,1564899203,6056,positive
по факту,295443109,1564899350,6056,neautral
по принципу дирихле двое из вас точно моются в одной кабинке,354175470,1564905207,6056,negative
адовня,354175470,1564906426,6056,neautral
расцветааааай коммунистический китааааай,354175470,1564906460,6056,neautral
"[id295443109|рауф], раскидал",140910569,1564906706,6056,neautral
долгопрудный готовит новый ким (контрольно-измерительный материал),423903798,1564909604,6056,neautral
у вани адо не полный алфавит. (а до я),423903798,1564909675,6056,negative
а как иначе,295443109,1564912704,6056,neautral
"это не ноутбук, это аудиокнига)))",423903798,1564932381,6056,neautral
где маркеры?!,83301008,1564932626,6056,negative
"ммм, качалка...",354069879,1564932928,6056,neautral
"ну я могу просто все термины биохакинга перечислить, этого будет достаточно?",354175470,1564936625,6056,neautral
"есть один мем, но он возник уже после сезона",354175470,1564994942,6056,neautral
урныы!!!,339478012,1565014440,6056,neautral
битва подушками или как устроить ответку ни на что,339478012,1565015110,6056,neautral
толстая корова лула.....,176209501,1565062633,6056,positive
у вас тиранозавр не просыхает,83301008,1565097195,6056,negative
"бузова - это буза.
буза - это бузить.
а бузить в клш не интеллегентно.",427232478,1565279950,6056,neautral
намокли ли кроссы?,427232478,1565280006,6056,neautral
"нигде не написано в правилах фмт, что нельзя написать ответную задачу на другом языке, чтобы выиграть.",427232478,1565280066,6056,negative
"[id176209501|марьяна], почему тут так мало лайков!!?!?!?",354175470,1565420050,6056,negative
"у кого есть фотки со школы — кидайте в гугл / яндекс диски, а ссылку — в комменты!",526085930,1564831989,6055,neautral
этот плакат у меня! )),555926177,1564887832,6055,positive
фоток с бх дня нет(,339478012,1565016085,6055,neautral
верное замечание. добавил еще фотографии с дня бх и с медианы.,2485575,1565057206,6055,neautral
"[id2485575|антон], спасибо☺",339478012,1565067217,6055,positive
кого куда поселили в общажке?,423903798,1564817460,6051,neautral
"...чтоб назло всем наветам
его отправить в клш.",145251185,1563001085,5980,positive
а программу забыли,167290782,1562899699,5975,neautral
"мария, прикрепили :)",-49558,1562899733,5975,neautral
что делать если завалишь контрольную на все направления?🤣,423903798,1562908793,5975,negative
"каждый день, каждый час, всю жизнь - работать над собой! :)",-49558,1563058111,5975,neautral
"здравствуйте. у меня есть вопрос. можно ли добраться до лагеря самим, если проживаем в г.железногорске?",215840681,1562774013,5970,neautral
"+, такой же вопрос. проще доехать самим из сосновоборска",167151147,1562836384,5970,negative
"здравствуйте! нужно приехать в красноярск. перед самым отъездом все школьники командами будут проходить медицинский осмотр, без него в лагерь не пустят.",-49558,1562840353,5970,neautral
"а как же чайник, малярный скотч, наручные часы?",390457519,1561907123,5948,positive
будущий зондер слева),251680403,1561908383,5948,neautral
"телефон на все три недели забирается и в течение дня не выдаётся?

сколько тетрадей? каков их  желательный объем¿",157067539,1561910701,5948,negative
"в наше время и родители и дети привыкли быть все время на связи. 
может быть лучше выделить час вечером для общения с родителями и друзьями/любимыми(которые за пределами лагеря),ведь это важно😉",8794157,1561913069,5948,negative
то есть выдавать телефоны,8794157,1561913124,5948,neautral
"[id8794157|елена], да, телефоны, чтобы позвонить родителям, выдаются)",165031126,1561915043,5948,neautral
"аня, спасибо! добавили в список чайник и часы.",-49558,1561916624,5948,positive
"[id157067539|anastasiya], телефон забирается на все 3 недели, но его можно взять, чтобы позвонить родителям в свободное время. 
каждый школьник в обязательном порядке будет посещать минимум 3 учебных курса и факультатив, а так же решать множество задач на соревнованиях, так что советуем взять хотя бы 4-5 штук.",-49558,1561916989,5948,positive
"[club49558|клш], разве можно вот так взять и отобрать у человека телефон? даже с учётом его периодической выдачи. для некоторых телефон - это необходимость - основной источник получения информации, получения образования и общения",144946536,1561968157,5948,neautral
"дорогие друзья, возьмите пожалуйста с собой волейбольные мячи!",7094449,1561968285,5948,neautral
"никита, отсутствие телефонов у школьников - это внутреннее правило клш, с которым все участники соглашаются при подтверждении их участия. телефоны никто не отбирает, так как само решение о поездке в клш добровольное, и человек, неспособный прожить без телефона может с правилом не соглашаться и в клш не ехать.",-49558,1561986231,5948,negative
а самое главное - не забудьте взять с собой мозги!,308071,1561986243,5948,negative
"[club49558|клш], понял. принял.",144946536,1561986252,5948,neautral
"[id308071|артём], а ты едешь?",175903240,1561986849,5948,neautral
"увы, не в этот раз.",308071,1561987180,5948,neautral
"[id308071|артём], всегда будем рады твоему приезду😊",175903240,1561987298,5948,positive
"[id175903240|елена], думаю, через год сподоблюсь на юбилей.",308071,1561987486,5948,neautral
спойлерните кто поедет зондерами?,176460053,1562617054,5948,negative
где можно найти формы для заполнения согласия на обработку данных и на получение медпомощи?,167151147,1561730139,5943,positive
"[id167151147|polina], вам уже были отправлены памятка для родителей и комплект документов, необходимых для регистрации и поездки в клш-2019. если документы до вас не дошли, напишите нам на klsh@klsh.ru.",-49558,1561750917,5943,positive
"lyudmila burakova пишет: ""ну вот моей дочери, а также сыну друзей письма так и не пришли, хотя при обращении им подтвердили зачисление в основной состав. что в этом году с письмами-то?!""",209055527,1558590283,5930,negative
мы проверили. тоже нет писем.,22884020,1558593069,5930,negative
"[id209055527|oleg], передайте пожалуйста людмиле, что она и её друзья могут узнать информацию по зачислению своих детей, написав нам на почту klsh@klsh.ru с указанием фио школьника, его места обучения и даты рождения.",-49558,1558598691,5930,neautral
"[id22884020|natalya], сейчас ответим вам по электронной почте!",-49558,1558598716,5930,positive
как можно склонять ламзин? еретики!,1097762,1553874693,5910,positive
"подскажите, пожалуйста, что нужно с собой брать?",167151147,1553272370,5894,neautral
а в москве когда?,1917998,1553345183,5894,neautral
"[id167151147|полина], с собой нужно взять бумагу и ручку для решения задач. телефоном и справочными материалами пользоваться будет нельзя.",-49558,1553396117,5894,neautral
"[id1917998|алексей], в москве собеседование будет так же 7 апреля. в ближайшее время мы согласуем все детали и выложим информацию здесь и на сайте.",-49558,1553396371,5894,negative
"[club49558|клш], спасибо :)",167151147,1553397203,5894,positive
"[club49558|клш], здравствуйте, а больше нет возможности попасть к вам в лагерь?:(",35457471,1554643989,5894,positive
"сорри, что пишу, как родитель. сын сдавал экзамен в колмогоровскую сунц 7 апреля с 11:00 по 14:00. к вам приехали позднее, и к окончанию. поэтому часть заданий не успел по времени сделать. прошу ответить, какие еще варианты собеседования возможны? и куда отправить варианты заданий. спасибо за оперативный ответ. мой тел 240-88-29.",22884020,1554710080,5894,neautral
"даша, привет! да, в этом году конкурсный отбор закончился, следи за нашими группой и сайтом, чтобы успеть в следующем году!",-49558,1554781260,5894,neautral
"[id22884020|наталья], к сожалению, в этом году конкурсный отбор окончен, собеседование было последним отборочным мероприятием. следите за нашими группой и сайтом, чтобы не упустить возможность в следующем году",-49558,1554782041,5894,neautral
здравствуйте! во сколько и где состоится собеседование?,28656749,1552796672,5884,negative
"[id28656749|александра], здравствуйте! время и место мы ещё уточним.",-49558,1552816922,5884,negative
комментарий удалён пользователем или руководителем страницы,100,1552923272,5884,neautral
"[id471008611|анастасия], если у нас на проверке не лежат присланные тобой вступительные, то уже, к сожалению, ничего.",-49558,1552926942,5884,neautral
"добрый день ! а если есть приглашение по итогам олимпиады , нужно приходить на собеседование ?",258889058,1553053846,5884,neautral
"а можно узнать, мои вступительные задания дошли? хочу убедиться что дошли.",427232478,1551260471,5876,negative
"[id427232478|кирилл], дошли!",-49558,1551278130,5876,negative
решения принимают до 1 марта включительно?,196478646,1551360461,5876,neautral
"[id196478646|елена], нет, максимум ждем московского времени",37481125,1551372793,5876,neautral
"черт,классная форма носа
мне бы такой",216671098,1550526015,5872,positive
да конечно. здорово,329023627,1549429384,5863,positive
"больше двух фотографий не прикреплялось, поэтому пришлось так))",319803709,1549357411,5855,neautral
"[id319803709|анастасия], очень хороший разбор! качественный, видна кропотливая работа:) 
 
из того, над чем ещё можно подумать. 
 
1) этика. литературовед, как и любой исследователь должен быть беспристрастным) говорить о том, что набоков или кто-либо ещё писал пародии только на поэтесс, которые ему не нравились или были слабее, - это не совсем корректно. то, что писатель действительно недолюбливал женскую поэзию - это правда, но опять-таки не до конца. пародия - это не только представление человека/явления/произведения в ироничном виде, но и признание его, как минимум, популярности или влиятельности (а то зачем же пародировать тех, кто не знаменит и по общему признанию слишком слаб). и если говорить про и. одоевцеву, то она как раз считалась одной из ярых последовательниц ахматовой, так что не на одну ахматову здесь пародия;) 
 
2) подсказка про бунина была для отсылки на рецензию набокова о бунине, хотя, конечно, не самая явная). там есть важная информация для понимания того, почему так раздражал ""запинающийся анапест"". 
 
3) анна бунина - точно родственница и.а. бунина, но про ахматову факт не подтверждён)) сама поэтесса говорила, что анна бунина её родственница, но не факт, что она не делала этого для создания и укрепления своего жизнетворческого мифа. 
 
комментарии в основном к о второй части решения, к первой придраться не к чему, мои поздравления:) можешь ещё подумать над буниным)очень хороший разбор! качественный, в",22106310,1549380474,5855,negative
"[id22106310|юля], спасибо) на самом деле меня очень путала эта подсказка про бунина и я не могла понять, в каком направлении она поможет. но завтра обязательно прочитаю эту рецензию и ещё подумаю над вторым вопросом)",319803709,1549381030,5855,positive
"[id319803709|анастасия], отлично, давай)",22106310,1549381103,5855,positive
"у меня есть небольшая догадка...в этой статье набоков цитирует строчки из бунина («…пойте, пойте, сверчки, мои товарищи 
ночные…», «и зал плывет, плывет в протяжных напевах счастья и тоски…», «звон бубенцов течет, течет…», «от звезды к звезде шатался великой тростью зыбкий фок…»), все эти строчки написаны ямбом, но среди каждой из них есть одна стопа анапеста. может набоков приводил именно эти строчки, чтобы показать, как надо писать смешивая анапест и ямб.",319803709,1549459294,5855,neautral
"[id319803709|анастасия], найдите сами стихотворения и посмотрите на строки, чтобы проверить свою теорию! набоков мог цитировать и не по целым строкам.",22106310,1549459633,5855,neautral
"в строках ниже набоков вообще отзывается о всех писателях не очень хорошо. говорит про слияние темы и ритма, сравнивает бунина с тютчевым. может само словосочетание ""бальмонтовский стих"" намекает на запинающийся анапест, но я ничего общего не нашла. может фраза ""бормотание советского пиита"" каким-то образом намекает на ахматову. но это притянутые за уши догадки. в общем, я запуталась)))) 
 
когда-то, в громкие петербургские годы, их заглушало блестящее бряцание модных лир; но бесследно прошла эта поэтическая шумиха — развенчаны или забыты «слов кощунственные творцы»{21}, нам холодно от мертвых глыб брюсовских стихов, нестройным кажется нам тот бальмонтовский стих, что обманывал новой певучестью; — и странным кажется, что в те петербургские годы не всем был внятен, не всякую душу изумлял голос поэта, равного которому не было со времен тютчева. полагаю что и ныне среди так называемой «читающей публики» — особенно в той части ее, которая склонна видеть новое достижение в безграмотном бормотаньи советского пиита, — стихи бунина не в чести или, в лучшем случае, рассматриваются как не совсем законная забава человека, обреченного писать прозой. 
легко громить стихотворца, легко выуживать из его виршей смешные ошибки, чудовищные ударенья, дурные рифмы. и еще есть трудности: музыка и мысль в бунинских стихах настолько сливаются в одно, что невозможно говорить отдельно о теме и о ритме.",319803709,1549462492,5855,negative
"[id319803709|анастасия], ты запуталась в сложном слоге набокова) в первом предложении самая главная мысль:)
в общем, не мучая более, скажу, что просто стихи бунина как раз нравятся набокову в частности из-за того, что у него везде ровный метр. а вот новая поэзия, представленная  бальмонтом, брюсовым, ахматовой и другими современниками писателя, ему не по духу из-за смешивания метров:)",22106310,1549467067,5855,negative
"[id22106310|юля], всё настолько просто? ахаха, вот это я усложнила себе жизнь)) зато, много нового узнала, спасибо",319803709,1549467222,5855,positive
алёна рубанова?,165031126,1548041754,5849,neautral
"по-моему, тут пахнет белками...",22106310,1548085253,5849,neautral
без гитары узнать сложно,208583620,1548110183,5849,neautral
все молодцы!:),-49558,1548285643,5849,positive
"мне кажется, что некто з. рыжкова имеет к этой олимпиаде определённое отношение.",1097762,1545087815,5837,neautral
где можно баллы посмотреть?,174592292,1545104531,5835,negative
на каком сайте?,174592292,1545104549,5835,negative
"а я хочу поздравить не только победителей, но и всех участников столь увлекательного мероприятия с тем, что вы узнали много нового и интересного, с пользой провели время в кругу друзей. 
до встречи в сезоне! 🎉",466028583,1544977711,5829,neautral
а было ли разделение по классам?,226454458,1545015952,5829,neautral
не было),382348189,1545024407,5829,neautral
"[id226454458|nikita], буржуазия, пролетариат, интеллигенция..",152604563,1545465533,5829,neautral
"1)m(mgo)=19,2 г
   m(c)=1,5 г
2) при дальнейшем нагревании восстановившаяся медь реагирует с оставшимся оксидом cuo. чёрный цвет меняется на кирпичный 
cuo + cu => cu2o",144946536,1544948892,5823,neautral
"[id144946536|никита], не точно, не ответил на первый вопрос",135096265,1544949259,5823,negative
"[id135096265|ильхам], возможно, m(c)=1,44 г",144946536,1544950088,5823,neautral
"1) m(mgo)=19.2г     m(mg3n2)=0,667г
2)образуется 0,96г(cu2o)",470371397,1544978618,5823,neautral
у меня вопрос: а если ты ты стал победителем (или призёром) в отдельном направлении то ты получишь путёвку?,427232478,1544704537,5809,neautral
"[id427232478|кирилл], да",176460053,1544709503,5809,neautral
"кирилл, да, получишь:)",-49558,1544791706,5809,neautral
"подскажите пожалуйста, на олимпиаде нужно быть ровно в 9, или можно подъехать позже, главное до 11? мы из другого города.",5603999,1544847894,5809,neautral
"[id5603999|анна], если вы прошли онлайн регистрацию, то вы можете подъехать чуть позже но в 11 надо уже быть там.",427232478,1544860718,5809,neautral
спасибо большое!,5603999,1544861670,5809,positive
"здравствуйте, а у меня вопрос. предварительная регистрация в онлайн виде не требуется?
что иметь при себе при регистрации завтра?",326604587,1544864323,5809,negative
"[id326604587|алина], если вы не хотите онлайн регистрацию, то вы можете зарегестрироватся на месте, но надо к 9 быть там.",427232478,1544865431,5809,neautral
"[id427232478|кирилл], хорошо, при себе иметь только документы, удостоверяющие личность?",326604587,1544874803,5809,neautral
"[id326604587|алина], да. документы лучше взять с собой.",427232478,1544875229,5809,neautral
"поздравляю, лева!)",151728358,1543847956,5794,neautral
"лев,ты выбрал очень интересное направление развития! поздравляем тебя, пусть преграды на этом пути будут незаметными, а рубежи значительным! гордимся тобой!)",135096265,1543849053,5794,neautral
"что ж, спасибо диане, и удачи льву!",145251185,1543854809,5794,positive
"[id145251185|андрей], ☀️☀️☀️",1317792,1543857451,5794,neautral
лёва был и.о. начальника с 2012! :),4470242,1543861706,5794,neautral
"лёва, поздравляю! запрягай телегу!)))",11751940,1543864962,5794,neautral
красавчик!),175755676,1543871197,5794,neautral
поздравляю🌞,140847585,1543884636,5794,neautral
"а в 9 часов начинается сама олимпиада, или будет регистрация, как в прошлом году?",461455847,1544367948,5790,neautral
"[id461455847|дарья], сама олимпиада начнется в 11 часов",37481125,1544508311,5790,neautral
"[id461455847|дарья], регистрация онлайн",262009758,1544539201,5790,neautral
"т.е., если онлайн зарегистрировался, то можно подъезжать к 11? сколько по времени будет длиться олимпиада?",7700079,1544545994,5790,neautral
"[id7700079|лена], если зарегистрировался - нужно все равно пройти регистрацию очно, просто она будет сильно короче, так что быть нужно раньше 11

основная часть олимпиады закончится в 14:30",37481125,1544846532,5790,negative
спасибо,7700079,1544846590,5790,positive
делаю ставку на 2008,163812972,1542118283,5769,neautral
совсем не ),1097762,1542128044,5769,negative
у меня есть ещё попытки?,319803709,1542128113,5769,positive
"мне кажется, что да )",1097762,1542128158,5769,neautral
хорошая ставка! но неправильная :),-49558,1542128216,5769,neautral
"или 2006
(черт.. а хотелось поставить на год, в который никто никогда не вернётся, а на него уже поставили😐 )",163812972,1542128512,5769,negative
отличный был год! :),-49558,1542128590,5769,positive
в 2006 в школу первый раз приехал некто ламзин (см. фото). а вот савватеев не приехал!,-49558,1542138285,5769,negative
"и снова мимо! вместо алексея в 2007 году в клш приехало несколько центнеров крахмала. все приехавшие центнеры, а также соню и риту абановых, можно обнаружить в этом видео :)",-49558,1542139364,5769,negative
2010☀️,66718570,1542159827,5769,neautral
"настя, ты очень симпатичная!
(дело было действительно в 2010 году.)",-49558,1542213651,5769,positive
саша абанов?),167290782,1540636417,5754,neautral
"[id167290782|мария], +++, тоже так думаю",159016734,1540638369,5754,positive
"¿ya han adivinado, amigos?",-49558,1540933979,5754,neautral
"ну, что ж, угадать не получилось;)",-49558,1541108370,5754,neautral
"я, конечно, не горбань, но считаю необходимым зафиксировать, что [с моей точки зрения] в этом интервью есть более-менее единственный правильный хороший тезис. вот этот: ""проблема не столько в том, что едут от нас (из германии тоже едут), проблема в том, что не едут к нам"". прочие комментарии оставлю при себе.",1097762,1540709425,5752,negative
"""я вижу, что российское правительство действительно озабочено развитием науки..."" тут мне смешно стало. видимо, саша несколько оторвался от российских реалий.",2823950,1541153871,5752,neautral
"""""предположим, молодой ученый получил приглашение в принстон. пусть он едет, но пусть едет так, чтобы он не потерял контакт с россией, чтобы разрешенный в сша 4-й триместр он провел в россии."" что значит ""пусть""? может, молодой учёный сам решит, где ему лучше проводить любой триместр?",2823950,1541153965,5752,neautral
"""во-первых, it и математика."" тут согласна. но вот греф говорит, что не нужны нам математические школы, это пережиток прошлого, математики и программисты в будущем будут всё меньше и меньше востребованы. и правительство рулит туда же :(",2823950,1541154235,5752,neautral
"""если бы поверил, то я бы поехал."" вот именно 😄 будут в стране условия, народ сам потянется, безо всяких принуждений и понуканий.",2823950,1541154498,5752,neautral
корень из 13 гораздо лучше корня из 117..,471025212,1540308204,5749,negative
антон и тут чемпион!,18238544,1540308365,5749,negative
и вот вам для уверенности фотография лучших выпускников лицея № 102 г. железногорска,-49558,1539613397,5744,positive
"[club49558|клш], 😩😩😩",7094449,1539616204,5744,neautral
где можно посмотреть результаты этого мероприятия?,248676675,1540305941,5744,negative
"как то так, если мне конечно не нужно было мат преобразовывать сумму

вероятность того что встретятся хотя бы две единицы = количеству способов с двумя и более единицами/кол во всех способов =(кол во всех способов минус кол во способов где максимум одна единица подряд)/кол во всех способов;
кол во всех способов равно 10∧n;
вероятность =p=(10∧n - кол во способов где максимум 1 единица подряд )/10∧n;
пусть число способов где мах 1 единица =z; найдем z; пусть единиц у нас i штук;найдем число способов для i единиц;
остальных цифр у нас n-i;обозначим остальные цифры за 0, тогда мы ищем количество способов расставить i единиц и n-i нулей , чтобы 2 единицы не стояли подряд (нули считаем неотличимыми , потом просто домножим наше число способов с неотличимыми нулями на 9∧n-i)заметим , что между двумя единицами должен быть хотя бы 1 ноль; для такого расположения у нас должно быть хотя бы i-1 ноль ;если мы расставим эти нули между единицами , то у нас останется n+1-2*i нулей и несколько позиций между нулями (сейчас наша конструкция ввглядит так : лишние нули и вот такая позиция , куда мы будем ставить наши нули '10101010...101' в эту позицию между каждыми двумя единицами можно добавить ноль , потому что нулей может быть любое количество , при этом нам не важны перестановки нулей) таким образом у нас есть n+1-2*i лишних нулей , которые мы ставим на i+1 позицию , а кол во способов это сделать равно кол ву перестановок i деталей 1 типа и n+1-2*i деталей второго типа , что равно (n+1-i)!/(i!*(n+1-2*i)!), где ! это факториал, теперь домножим величину 
(n+1-i)!/(i!*(n+1-2*i)!) на 9∧n-i ; и это кол во способов расстановок n чисел , где i единиц , и нельзя поставить две единицы рядом , для того чтобы посчитать это для всех количеств единиц нужно просуммировать (n+1-i)!/(i!*(n+1-2*i)!) на 9∧n-i от i=0 до i=n/2с округлением вверх при нечетном n;

конечная формула , для подсчета способов : (10∧n-∑(n+1-i)!/(i!*(n+1-2*i)!)*9∧(n-i))/10∧n, где сумма от i=0 , до i=n/2 вверх;

пример работы формулы для n=3
10∧3=1000;
(n+1-i)!/(i!*(n+1-2*i)!) *9∧n
при i=0, 9∧3;
при i=1,3*9∧2;
при i=2, 9;
соответственно ∑=981;
вероятность равна 1000-981/1000 равно 0.019=1.9%",471025212,1539082005,5722,negative
"запись с факториалами может быть довольно нечитаемой , поэтому я добавил скобки , но это стало выглядеть еще более стремно",471025212,1539082161,5722,neautral
"[id471025212|антон], привет! это уже хорошо, но можно получить довольно лаконичный ответ без сумм )",1097762,1539096582,5722,positive
нужно ли приобразовывать сумму?,471025212,1539096622,5722,neautral
"ну, от всех сумм можно избавиться. вот.",1097762,1539096672,5722,neautral
"найдем количество способов расставить цифры так , чтобы не одной единицы не стояло рядом;
 назовем количество способов для n чисел: f(n) ;
заметим ,что f(0)=1, f(1)=10;
рассмотрим f(n), 
пусть первой цифрой в последовательности будет 1, тогда на вторую позицию 9 вариантов , а начиная с третьей позиции у нас та же последовательность , только в ней n-2 цифры, тогда число способов которые начинаются с 1 равно 9*f(n-2);
если начинается не с единицы то первая позиция это 9 вариантов , а остаток это f(n-1) , следовательно таких способов 9*f(n-1);
f(n)=9*f(n-1)+9*f(n-2)=9*(f(n-1)+f(n-2));
конечный ответ это:
(10∧n - f(n))/10∧n, где 
f(n)=9*(f(n-1)+f(n-2));
f(0)=1, f(1)=10;",471025212,1539254385,5722,negative
